n,seconds
1497,0.0619125630
1498,0.0556708700
1499,0.0533558280
1500,0.0533812710
1501,0.0542377900
1502,0.0532424740
1503,0.0527332760
1504,0.0544530940
1505,0.0538865890
1506,0.0533902210
1507,0.0533276890
1508,0.0535627120
1509,0.0543191440
1510,0.0535237730
1511,0.0564426800
1512,0.0567764180
1513,0.0544648890
1514,0.0546517700
1515,0.0629105820
1516,0.0546958760
1517,0.0535136530
1518,0.0544768540
1519,0.0550670280
1520,0.0561835130
1521,0.0547993670
1522,0.0545985810
1523,0.0553572700
1524,0.0547707560
1525,0.0547376590
1526,0.0699826580
1527,0.0555193390
1528,0.0550954470
1529,0.0581611700
1530,0.0583327530
1531,0.0557395310
1532,0.0555807160
1533,0.0552154330
1534,0.0555535570
1535,0.0552164340
1536,0.0573364750
1537,0.0587024000
1538,0.0566168860
1539,0.0561383160
1540,0.0579376310
1541,0.0559044260
1542,0.0560842990
1543,0.0560757570
1544,0.0570948700
1545,0.0560567070
1546,0.0556660570
1547,0.0617967350
1548,0.0580176620
1549,0.0631597440
1550,0.0630940290
1551,0.0579109860
1552,0.0635982910
1553,0.0626269760
1554,0.0615304600
1555,0.0586763850
1556,0.0594767760
1557,0.0581614300
1558,0.0581285690
1559,0.0576708810
1560,0.0568310110
1561,0.0587754580
1562,0.0598063410
1563,0.0696505910
1564,0.0689104700
1565,0.0635199330
1566,0.0621638270
1567,0.0605031470
1568,0.0571999850
1569,0.0644383760
1570,0.0625388790
1571,0.0594801010
1572,0.0637588000
1573,0.0652812430
1574,0.0606188790
1575,0.0603767720
1576,0.0664346930
1577,0.0626174900
1578,0.0600868220
1579,0.0617825810
1580,0.0638635830
1581,0.0620103720
1582,0.0610569710
1583,0.0606854640
1584,0.0601106290
1585,0.0606870820
1586,0.0648232100
1587,0.0640419010
1588,0.0611607660
1589,0.0611398550
1590,0.0639162900
1591,0.0609608490
1592,0.0609540540
1593,0.0668492120
1594,0.0679129460
1595,0.0630418880
1596,0.0620239520
1597,0.0641916960
1598,0.0612209300
1599,0.0614539540
1600,0.0637065550
1601,0.0680769180
1602,0.0841905920
1603,0.0758805970
1604,0.0637365660
1605,0.0637402190
1606,0.0624145740
1607,0.0622539980
1608,0.0623403610
1609,0.0701476590
1610,0.0911274220
1611,0.0861854640
1612,0.0921777460
1613,0.0710134680
1614,0.0909868510
1615,0.1018375750
1616,0.0973271770
1617,0.0653019200
1618,0.0747460120
1619,0.0793922190
1620,0.0677443040
1621,0.0852787310
1622,0.0858870510
1623,0.0647712810
1624,0.0668967520
1625,0.0633316640
1626,0.0629336750
1627,0.0634326680
1628,0.0642100420
1629,0.1532416650
1630,0.0844265280
1631,0.0930083880
1632,0.0863882630
1633,0.0910522400
1634,0.0834316170
1635,0.0868135060
1636,0.0837861210
1637,0.0836447820
1638,0.0850271170
1639,0.0847714260
1640,0.0832674390
1641,0.0868899040
1642,0.0845008250
1643,0.0870016180
1644,0.0844285970
1645,0.0843907740
1646,0.0913017290
1647,0.0867086980
1648,0.0855995030
1649,0.0848553110
1650,0.0850426900
1651,0.0847144890
1652,0.0849709280
1653,0.0853593730
1654,0.0866451720
1655,0.0854795170
1656,0.0853041720
1657,0.0858098340
1658,0.0858915770
1659,0.0859972350
1660,0.0859294270
1661,0.0861921330
1662,0.0867220750
1663,0.0923057140
1664,0.0862624910
1665,0.0866956680
1666,0.0864965490
1667,0.0866510550
1668,0.0869080340
1669,0.0875651820
1670,0.0879324340
1671,0.0886725820
1672,0.0875421390
1673,0.0884246160
1674,0.0907065660
1675,0.0883400620
1676,0.0877659850
1677,0.0881057360
1678,0.0881367120
1679,0.1075921950
1680,0.0968222250
1681,0.1705847290
1682,0.1036985770
1683,0.0901902040
1684,0.0915783010
1685,0.0914847520
1686,0.0887025690
1687,0.0891409750
1688,0.0889562520
1689,0.0888471750
1690,0.0894760870
1691,0.1881877160
1692,0.1210268830
1693,0.0908766610
1694,0.0936260970
1695,31679.6896996040
1696,1.0554077160
1697,0.1633466710
1698,0.1498059310
1699,0.1453737840
1700,0.1439104760
1701,0.1497670730
1702,0.1486289090
1703,0.1472538390
1704,0.1793957690
1705,0.1666254130
1706,0.0907198680
1707,0.0909507710
1708,0.0910923970
1709,0.0916066990
1710,0.0913939030
1711,0.0915819660
1712,0.0918855050
1713,0.0962392120
1714,0.1159643410
1715,0.1064961100
1716,0.0944319450
1717,0.0939421040
1718,0.0939536760
1719,0.0968663970
1720,0.0961582550
1721,0.0960988480
1722,0.0968261780
1723,0.0929568820
1724,0.1230404070
1725,0.1101374550
1726,0.1011030490
1727,0.0960478270
1728,0.0930405080
1729,0.0935835140
1730,0.1005827720
1731,0.1027047780
1732,0.1032017030
1733,0.1009514830
1734,0.1049668000
1735,0.0993950920
1736,0.0966071840
1737,0.0948377070
1738,0.0943987140
1739,0.0953640120
1740,0.0981084420
1741,0.0945175070
1742,0.0943715000
1743,0.0947696790
1744,0.0975763550
1745,0.0950364780
1746,0.0950043750
1747,0.0952698950
1748,0.0954118060
1749,0.0967589170
1750,0.1033178400
1751,0.1047963480
1752,0.1011800550
1753,0.0962073620
1754,0.1002632080
1755,0.0991430830
1756,0.0973603740
1757,0.0965519140
1758,0.0964013330
1759,0.1004223150
1760,0.1019427660
1761,0.1048127230
1762,0.0990606220
1763,0.0971209560
1764,0.1011327490
1765,0.1000220020
1766,0.0973835550
1767,0.0988983130
1768,0.1031475940
1769,0.1115000910
1770,0.1120517220
1771,0.1063872610
1772,0.1006541640
1773,0.0982696900
1774,0.1002825220
1775,0.0980382880
1776,0.1012654280
1777,0.0981368560
1778,0.1016122540
1779,0.1721415890
1780,0.2068352210
1781,0.1863540290
1782,0.1099418630
1783,0.1021597580
1784,0.0998962210
1785,0.1008802270
1786,0.1524632230
1787,0.1824650390
1788,0.1661960500
1789,0.1067120720
1790,0.1036435590
1791,0.1027708440
1792,0.1004929950
1793,0.1000655350
1794,0.1019881770
1795,0.1028860080
1796,0.1040947170
1797,0.1027454470
1798,0.1008971760
1799,0.1057481230
1800,0.1013516170
1801,0.1010783710
1802,0.1014303910
1803,0.1075240800
1804,0.1020412190
1805,0.1021085310
1806,0.1028480060
1807,0.1080719450
1808,0.1197573090
1809,0.1066557340
1810,0.1026415530
1811,0.1036884840
1812,0.1049305020
1813,0.1054201870
1814,0.1028671710
1815,0.1041015610
1816,0.1109141500
1817,0.1053484010
1818,0.1068032470
1819,0.1050631720
1820,0.1034797630
1821,0.1066223730
1822,0.1053105030
1823,0.1044369930
1824,0.1046526030
1825,0.1042129620
1826,0.1072557540
1827,0.1059737810
1828,0.1045522770
1829,0.1057898370
1830,0.1051539180
1831,0.1052331300
1832,0.1141482050
1833,0.1109687980
1834,0.1147983910
1835,0.1113347090
1836,0.1114754020
1837,0.1056239470
1838,0.1056925350
1839,0.1057847030
1840,0.1053882370
1841,0.1055481930
1842,0.1056123550
1843,0.1056962340
1844,0.1059657390
1845,0.1087832030
1846,0.1067033190
1847,0.1062251470
1848,0.1064614960
1849,0.1064555590
1850,0.1062975760
1851,0.1069013880
1852,0.1067723910
1853,0.1070574140
1854,0.1105715430
1855,0.1110461880
1856,0.1077347180
1857,0.1075826820
1858,0.1070706340
1859,0.1075782310
1860,0.1078932810
1861,0.1082211570
1862,0.1083756170
1863,0.1081197260
1864,0.1119376500
1865,0.1104866960
1866,0.1089950890
1867,0.1088722050
1868,0.1086501350
1869,0.1089888820
1870,0.1090948870
1871,0.1090914360
1872,0.1090218320
1873,0.1114926410
1874,0.1095493770
1875,0.1091715230
1876,0.1101012300
1877,0.1102000610
1878,0.1099215100
1879,0.1103076300
1880,0.1102923720
1881,0.1105099600
1882,0.1120559720
1883,0.1118687710
1884,0.1110905620
1885,0.1107475740
1886,0.1115970380
1887,0.1124001850
1888,0.1111312780
1889,0.1110143810
1890,0.1111971390
1891,0.1138296010
1892,0.1154377910
1893,0.1137571810
1894,0.1152317770
1895,0.1124313750
1896,0.1202136810
1897,0.1531372590
1898,0.1355625140
1899,0.1728103100
1900,0.1157661010
1901,0.1129828310
1902,0.1131859740
1903,0.1129708000
1904,0.1126455530
1905,0.1160962520
1906,0.1133114910
1907,0.1160476840
1908,0.1162399960
1909,0.1276701330
1910,0.1139810270
1911,0.1140435110
1912,0.1209526910
1913,0.1154554410
1914,0.1141048190
1915,0.1141004250
1916,0.1205442590
1917,0.1214501660
1918,0.1164975800
1919,0.1157559610
1920,0.1153190680
1921,0.1151380230
1922,0.1167945660
1923,0.1153739050
1924,0.1179911370
1925,0.1189161560
1926,0.1212464650
1927,0.1197015050
1928,0.1205139580
1929,0.1193390210
1930,0.1229509590
1931,0.1196245630
1932,0.1158681310
1933,0.1189413800
1934,0.1216995730
1935,0.1218901370
1936,0.1177056090
1937,0.1274599370
1938,0.1263930460
1939,0.1247658870
1940,0.1297853090
1941,0.1293952310
1942,0.1258318560
1943,0.1249577430
1944,0.1248091810
1945,0.1241426640
1946,0.1305001170
1947,0.1267522510
1948,0.1227042390
1949,0.1313413990
1950,0.1324636640
1951,0.1356566740
1952,0.1321277120
1953,0.1332842370
1954,0.1322804710
1955,0.1292362850
1956,0.1238739840
1957,0.1258768120
1958,0.1321726160
1959,0.1277194070
1960,0.1227414070
1961,0.1324384480
1962,0.1323142740
1963,0.1258475060
1964,0.1339881080
1965,0.1287054100
1966,0.1292002350
1967,0.1332892350
1968,0.1325173070
1969,0.1328461820
1970,0.1327987260
1971,0.1303786970
1972,0.1357537070
1973,0.1338683460
1974,0.1342565600
1975,0.1337082360
1976,0.1327975080
1977,0.1347114770
1978,0.1338239050
1979,0.1372381370
1980,0.1362787680
1981,0.1348973090
1982,0.1341040220
1983,0.1338395320
1984,0.1353119370
1985,0.1344769520
1986,0.1380043190
1987,0.1319750460
1988,0.1301765680
1989,0.1307811310
1990,0.1414882640
1991,0.1297641320
1992,0.1295230870
1993,0.1271302770
1994,0.1257637030
1995,0.1243133240
1996,0.1253284200
1997,0.1296056900
1998,0.1281801710
1999,0.1265108290
2000,0.1251237130
